score_differential,oneScoreGame,period,seconds_remaining,secondsInHalf,yardsToGoal,down,distance,play_type
-7,TRUE,4,900,900,50,1,10,Rush
1,TRUE,4,549,549,65,2,10,Rush
1,TRUE,4,549,549,48,2,7,Rush
1,TRUE,4,549,549,51,1,10,Rush
1,TRUE,4,549,549,81,1,10,Rush
1,TRUE,4,549,549,96,1,10,Rush
1,TRUE,4,549,549,87,2,1,Rush
-1,TRUE,4,265,265,86,4,1,Rush
-1,TRUE,4,265,265,86,3,1,Rush
-1,TRUE,4,265,265,95,1,10,Rush
1,TRUE,4,85,85,43,1,10,Rush
1,TRUE,4,82,82,53,3,20,Rush
1,TRUE,4,82,82,48,2,15,Rush
-10,FALSE,2,2490,690,83,1,10,Rush
-10,FALSE,2,2394,594,40,2,1,Rush
-10,FALSE,2,2364,564,33,1,10,Rush
3,TRUE,2,2322,522,60,1,10,Rush
-3,TRUE,2,2098,298,7,1,7,Rush
-3,TRUE,2,2273,473,99,1,10,Rush
-3,TRUE,2,2244,444,91,2,2,Rush
-3,TRUE,2,2209,409,81,1,10,Rush
-3,TRUE,2,2143,343,19,1,10,Rush
-4,TRUE,2,1872,72,5,1,5,Rush
-4,TRUE,2,2014,214,55,1,10,Rush
-4,TRUE,2,1927,127,37,2,4,Rush
-4,TRUE,2,1881,81,37,3,4,Rush
-3,TRUE,2,1821,21,43,2,10,Rush
-3,TRUE,2,1856,56,75,1,10,Rush
3,TRUE,2,1800,1800,60,1,10,Rush
-3,TRUE,3,1800,1800,75,1,10,Rush
-3,TRUE,3,1706,1706,69,1,10,Rush
-4,TRUE,3,1571,1571,86,3,21,Rush
4,TRUE,3,1529,1529,78,1,10,Rush
4,TRUE,3,1367,1367,23,1,10,Rush
4,TRUE,3,1439,1439,57,1,10,Rush
-4,TRUE,3,1233,1233,83,1,10,Rush
-4,TRUE,3,1214,1214,81,2,8,Rush
4,TRUE,3,1160,1160,78,1,10,Rush
4,TRUE,3,1019,1019,89,3,21,Rush
4,TRUE,3,1085,1085,84,2,16,Rush
-4,TRUE,3,900,900,7,1,7,Rush
1,TRUE,4,861,861,69,2,4,Rush
1,TRUE,4,836,836,59,2,10,Rush
1,TRUE,4,821,821,47,1,10,Rush
1,TRUE,4,883,883,75,1,10,Rush
-8,FALSE,4,588,588,13,2,8,Rush
-8,FALSE,4,539,539,14,3,9,Rush
-8,FALSE,4,613,613,15,1,10,Rush
-8,FALSE,4,659,659,49,3,3,Rush
-8,FALSE,4,689,689,56,2,10,Rush
-8,FALSE,4,714,714,75,1,10,Rush
4,TRUE,4,378,378,59,1,10,Rush
4,TRUE,4,413,413,75,1,10,Rush
4,TRUE,4,266,266,41,2,7,Rush
4,TRUE,4,314,314,44,1,10,Rush
4,TRUE,4,219,219,35,3,1,Rush
4,TRUE,4,345,345,53,2,4,Rush
-11,FALSE,4,135,135,22,1,10,Rush
-11,FALSE,4,76,76,1,3,1,Rush
-11,FALSE,4,163,163,54,1,10,Rush
-3,TRUE,2,2250,450,75,1,10,Rush
-3,TRUE,2,2210,410,72,2,7,Rush
-3,TRUE,2,2127,327,59,2,4,Rush
-4,TRUE,2,1872,72,44,1,10,Rush
-4,TRUE,2,1887,87,47,2,2,Rush
-4,TRUE,2,1905,105,55,1,10,Rush
-4,TRUE,2,1952,152,80,1,15,Rush
1,TRUE,2,1800,1800,65,2,10,Rush
1,TRUE,3,1698,1698,53,1,10,Rush
1,TRUE,3,1650,1650,51,2,8,Rush
1,TRUE,3,1545,1545,14,2,10,Rush
1,TRUE,3,1493,1493,5,4,1,Rush
1,TRUE,3,1795,1795,75,1,10,Rush
1,TRUE,3,1776,1776,66,2,1,Rush
-1,TRUE,3,1482,1482,95,1,10,Rush
-1,TRUE,3,1373,1373,63,2,4,Rush
-1,TRUE,3,1343,1343,61,3,2,Rush
-1,TRUE,3,1394,1394,69,1,10,Rush
1,TRUE,3,1301,1301,54,1,10,Rush
1,TRUE,3,1235,1235,42,1,10,Rush
1,TRUE,3,1204,1204,38,2,6,Rush
1,TRUE,3,1122,1122,1,2,1,Rush
-4,TRUE,3,900,900,20,4,1,Rush
-4,TRUE,3,955,955,21,3,2,Rush
-4,TRUE,3,962,962,20,2,1,Rush
-4,TRUE,3,1048,1048,58,1,10,Rush
-4,TRUE,3,1058,1058,69,1,10,Rush
4,TRUE,4,895,895,80,1,10,Rush
4,TRUE,4,617,617,35,3,15,Rush
4,TRUE,4,759,759,42,1,10,Rush
4,TRUE,4,810,810,49,2,4,Rush
4,TRUE,4,840,840,55,1,10,Rush
4,TRUE,4,870,870,65,2,9,Rush
4,TRUE,4,701,701,40,1,20,Rush
-7,TRUE,4,402,402,24,1,10,Rush
-7,TRUE,4,433,433,43,3,2,Rush
-7,TRUE,4,480,480,51,1,10,Rush
-7,TRUE,4,518,518,64,1,10,Rush
-7,TRUE,4,570,570,75,1,10,Rush
0,TRUE,4,256,256,59,1,10,Rush
0,TRUE,4,322,322,78,1,10,Rush
0,TRUE,4,220,220,53,2,4,Rush
-7,TRUE,4,38,38,38,2,1,Rush
-7,TRUE,4,100,100,60,1,10,Rush
-7,TRUE,4,145,145,75,1,10,Rush
0,TRUE,1,3600,1800,72,2,4,Rush
0,TRUE,1,3600,1800,68,1,10,Rush
0,TRUE,1,3600,1800,67,2,9,Rush
0,TRUE,1,3600,1800,52,1,10,Rush
0,TRUE,1,3600,1800,15,1,10,Rush
0,TRUE,1,3600,1800,32,3,1,Rush
0,TRUE,1,3600,1800,41,1,10,Rush
0,TRUE,1,3141,1341,5,2,2,Rush
0,TRUE,1,3141,1341,55,2,3,Rush
0,TRUE,1,3141,1341,34,1,15,Rush
0,TRUE,1,3141,1341,32,3,13,Rush
0,TRUE,1,3141,1341,13,1,10,Rush
-7,TRUE,1,2799,999,70,1,10,Rush
-7,TRUE,1,2799,999,46,1,10,Rush
-7,TRUE,2,2700,900,16,1,10,Rush
-7,TRUE,2,2700,900,10,2,4,Rush
7,TRUE,2,2584,784,36,1,10,Rush
7,TRUE,2,2584,784,47,1,10,Rush
7,TRUE,2,2584,784,80,1,10,Rush
-14,FALSE,2,2305,505,25,1,10,Rush
-14,FALSE,2,2305,505,62,1,10,Rush
-14,FALSE,2,2369,569,78,1,10,Rush
14,FALSE,2,1885,85,39,1,5,Rush
14,FALSE,2,2048,248,79,2,9,Rush
14,FALSE,2,2048,248,80,1,10,Rush
14,FALSE,2,1885,85,35,2,1,Rush
14,FALSE,2,1885,85,32,2,10,Rush
14,FALSE,2,1885,85,48,3,3,Rush
-17,FALSE,2,1801,1,66,1,10,Rush
17,FALSE,3,1794,1794,73,1,10,Rush
-17,FALSE,3,1724,1724,80,1,10,Rush
0,TRUE,1,3416,1616,64,1,10,Rush
0,TRUE,1,3416,1616,62,2,8,Rush
0,TRUE,1,3416,1616,53,1,10,Rush
0,TRUE,1,3416,1616,53,2,10,Rush
0,TRUE,1,3192,1392,80,2,8,Rush
0,TRUE,1,3192,1392,82,1,10,Rush
0,TRUE,1,3192,1392,75,3,3,Rush
0,TRUE,1,3066,1266,86,2,7,Rush
0,TRUE,1,3066,1266,64,2,10,Rush
0,TRUE,1,2926,1126,64,2,7,Rush
0,TRUE,1,2926,1126,58,3,1,Rush
0,TRUE,1,2926,1126,45,2,7,Rush
0,TRUE,1,2926,1126,67,1,10,Rush
0,TRUE,1,2718,918,98,1,10,Rush
0,TRUE,2,2700,900,67,2,5,Rush
0,TRUE,2,2700,900,72,1,10,Rush
0,TRUE,2,2700,900,51,1,10,Rush
0,TRUE,2,2700,900,39,1,10,Rush
0,TRUE,2,2700,900,34,2,5,Rush
0,TRUE,2,2700,900,23,1,10,Rush
0,TRUE,2,2269,469,13,1,10,Rush
0,TRUE,2,2269,469,9,2,6,Rush
0,TRUE,2,2269,469,4,3,1,Rush
-3,TRUE,2,2138,338,75,1,10,Rush
-3,TRUE,2,2138,338,55,1,10,Rush
3,TRUE,2,1961,161,50,3,27,Rush
3,TRUE,2,1961,161,51,1,10,Rush
3,TRUE,2,1961,161,43,2,2,Rush
0,TRUE,1,3590,1790,75,1,10,Rush
0,TRUE,1,3555,1755,15,1,10,Rush
0,TRUE,1,3540,1740,8,2,3,Rush
-7,TRUE,1,3480,1680,65,1,10,Rush
0,TRUE,1,3345,1545,29,1,10,Rush
0,TRUE,1,3276,1476,6,1,6,Rush
0,TRUE,1,3414,1614,75,1,10,Rush
-7,TRUE,1,3185,1385,57,1,10,Rush
-7,TRUE,1,3105,1305,30,1,10,Rush
0,TRUE,1,2785,985,30,4,1,Rush
0,TRUE,2,2700,900,9,2,9,Rush
0,TRUE,1,2720,920,9,1,9,Rush
0,TRUE,1,3020,1220,83,1,10,Rush
0,TRUE,1,2950,1150,50,1,10,Rush
0,TRUE,1,2895,1095,39,1,10,Rush
-4,TRUE,2,2535,735,74,2,11,Rush
-4,TRUE,2,2565,765,73,1,10,Rush
-3,TRUE,2,2480,680,75,1,10,Rush
3,TRUE,2,2275,475,23,3,15,Rush
3,TRUE,2,2390,590,29,1,10,Rush
0,TRUE,1,3595,1795,74,1,10,Rush
0,TRUE,1,3513,1713,78,1,10,Rush
0,TRUE,1,3224,1424,15,2,4,Rush
0,TRUE,1,3270,1470,21,1,10,Rush
0,TRUE,1,3354,1554,59,3,1,Rush
0,TRUE,1,3424,1624,73,1,15,Rush
0,TRUE,1,3487,1687,72,2,4,Rush
-3,TRUE,1,3173,1373,68,1,10,Rush
-3,TRUE,1,3092,1292,41,3,10,Rush
3,TRUE,1,2886,1086,64,2,10,Rush
-3,TRUE,1,2806,1006,64,1,10,Rush
0,TRUE,2,2634,834,87,2,8,Rush
0,TRUE,2,2682,882,89,1,10,Rush
0,TRUE,2,2540,740,33,1,10,Rush
0,TRUE,2,2446,646,87,2,10,Rush
0,TRUE,2,2440,640,90,3,13,Rush
0,TRUE,2,2320,520,42,2,3,Rush
0,TRUE,2,2288,488,40,3,1,Rush
0,TRUE,2,2284,484,40,4,1,Rush
0,TRUE,2,2341,541,49,1,10,Rush
0,TRUE,1,3600,1800,49,1,10,Rush
0,TRUE,1,3600,1800,31,2,3,Rush
-7,TRUE,1,3348,1548,87,1,10,Rush
-7,TRUE,1,3348,1548,85,2,8,Rush
7,TRUE,1,3197,1397,1,1,1,Rush
7,TRUE,1,3197,1397,15,2,7,Rush
7,TRUE,1,3197,1397,18,1,10,Rush
7,TRUE,1,3197,1397,60,3,6,Rush
7,TRUE,1,3197,1397,66,2,12,Rush
7,TRUE,1,3197,1397,75,1,10,Rush
-7,TRUE,1,2874,1074,79,1,10,Rush
-7,TRUE,1,2874,1074,89,2,4,Rush
-7,TRUE,1,2874,1074,95,1,10,Rush
-7,TRUE,1,2874,1074,39,2,10,Rush
4,TRUE,2,2620,820,75,1,10,Rush
-4,TRUE,2,2516,716,30,1,15,Rush
-4,TRUE,2,2516,716,29,3,1,Rush
-4,TRUE,2,2516,716,31,2,3,Rush
-4,TRUE,2,2516,716,38,1,10,Rush
-4,TRUE,2,2516,716,46,2,7,Rush
-4,TRUE,2,2516,716,49,1,10,Rush
-4,TRUE,2,2516,716,51,3,1,Rush
-4,TRUE,2,2516,716,55,2,5,Rush
-4,TRUE,2,2516,716,60,1,10,Rush
-4,TRUE,2,2516,716,9,2,6,Rush
-4,TRUE,2,2516,716,13,1,10,Rush
-4,TRUE,2,2516,716,20,2,5,Rush
-3,TRUE,2,2026,226,66,4,1,Rush
-3,TRUE,2,2026,226,67,3,2,Rush
-3,TRUE,2,2026,226,72,2,7,Rush
3,TRUE,2,1935,135,15,1,10,Rush
-10,FALSE,2,1817,17,25,3,1,Rush
-10,FALSE,2,1837,37,34,1,10,Rush
-10,FALSE,2,1822,22,25,2,1,Rush
17,FALSE,3,1617,1617,55,1,10,Rush
17,FALSE,3,1617,1617,38,1,10,Rush
17,FALSE,3,1617,1617,32,2,14,Rush
17,FALSE,3,1617,1617,100,1,15,Rush
-20,FALSE,3,1472,1472,8,1,8,Rush
-20,FALSE,3,1472,1472,19,1,10,Rush
-20,FALSE,3,1472,1472,15,2,6,Rush
-20,FALSE,3,1472,1472,12,3,3,Rush
-20,FALSE,3,1472,1472,10,4,1,Rush
-20,FALSE,3,1472,1472,92,1,10,Rush
-20,FALSE,3,1472,1472,79,1,10,Rush
-20,FALSE,3,1472,1472,81,2,12,Rush
-20,FALSE,3,1472,1472,40,1,10,Rush
13,FALSE,3,1009,1009,50,2,3,Rush
13,FALSE,3,1009,1009,57,1,10,Rush
-21,FALSE,3,919,919,70,1,10,Rush
-21,FALSE,4,900,900,62,2,2,Rush
-21,FALSE,4,900,900,9,1,9,Rush
14,FALSE,4,739,739,66,3,16,Rush
14,FALSE,4,739,739,60,1,10,Rush
-14,FALSE,4,569,569,47,3,6,Rush
-14,FALSE,4,569,569,29,2,10,Rush
-14,FALSE,4,569,569,73,1,10,Rush
14,FALSE,4,277,277,59,2,9,Rush
14,FALSE,4,277,277,60,1,10,Rush
14,FALSE,4,282,282,84,2,6,Rush
14,FALSE,4,289,289,88,1,10,Rush
14,FALSE,4,81,81,85,1,10,Rush
14,FALSE,4,81,81,86,2,11,Rush
3,TRUE,3,1795,1795,29,1,10,Rush
-3,TRUE,3,1743,1743,64,1,10,Rush
-3,TRUE,3,1743,1743,46,1,10,Rush
-3,TRUE,3,1743,1743,41,2,5,Rush
-3,TRUE,3,1743,1743,30,1,10,Rush
-4,TRUE,3,1619,1619,11,1,10,Rush
-4,TRUE,3,1619,1619,33,1,10,Rush
-4,TRUE,3,1619,1619,47,2,10,Rush
-4,TRUE,3,1619,1619,75,1,10,Rush
-4,TRUE,3,1619,1619,72,2,7,Rush
-3,TRUE,3,1363,1363,75,1,10,Rush
-3,TRUE,3,1363,1363,77,2,12,Rush
-3,TRUE,3,1363,1363,57,1,10,Rush
-3,TRUE,3,1363,1363,41,1,10,Rush
-3,TRUE,3,1363,1363,29,1,10,Rush
-3,TRUE,3,1363,1363,22,2,3,Rush
-3,TRUE,3,1363,1363,11,1,10,Rush
4,TRUE,3,1069,1069,26,1,10,Rush
4,TRUE,3,1069,1069,36,2,20,Rush
-4,TRUE,3,1069,1069,71,1,10,Rush
-3,TRUE,4,886,886,52,3,2,Rush
-3,TRUE,4,886,886,51,4,1,Rush
-3,TRUE,4,886,886,75,1,10,Rush
-3,TRUE,4,886,886,60,1,10,Rush
3,TRUE,4,734,734,49,1,10,Rush
-3,TRUE,4,683,683,59,3,2,Rush
-3,TRUE,4,683,683,59,2,2,Rush
-3,TRUE,4,683,683,67,1,10,Rush
-3,TRUE,4,683,683,80,1,10,Rush
3,TRUE,4,509,509,93,3,21,Rush
3,TRUE,4,509,509,93,2,21,Rush
3,TRUE,4,509,509,99,1,27,Rush
-3,TRUE,4,302,302,60,1,10,Rush
-3,TRUE,4,302,302,52,4,2,Rush
-3,TRUE,4,302,302,51,3,1,Rush
-3,TRUE,4,302,302,59,2,9,Rush
-4,TRUE,4,166,166,75,1,10,Rush
4,TRUE,4,20,20,66,1,10,Rush
-6,TRUE,2,2230,430,75,1,10,Rush
-6,TRUE,2,2215,415,71,2,6,Rush
-6,TRUE,2,2195,395,67,3,2,Rush
-6,TRUE,2,2125,325,26,2,10,Rush
6,TRUE,2,2055,255,76,2,10,Rush
-6,TRUE,2,2000,200,63,2,10,Rush
6,TRUE,2,1940,140,85,1,10,Rush
6,TRUE,2,1899,99,79,1,15,Rush
-13,FALSE,2,1875,75,75,1,10,Rush
6,TRUE,2,1825,25,65,1,10,Rush
6,TRUE,2,1801,1,38,2,10,Rush
6,TRUE,3,1560,1560,43,3,15,Rush
6,TRUE,3,1690,1690,89,1,10,Rush
6,TRUE,3,1665,1665,72,1,10,Rush
-6,TRUE,3,1485,1485,40,1,10,Rush
-6,TRUE,3,1460,1460,31,3,1,Rush
-6,TRUE,3,1380,1380,7,2,6,Rush
-6,TRUE,3,1425,1425,11,1,10,Rush
-1,TRUE,3,1305,1305,85,2,20,Rush
1,TRUE,3,1235,1235,39,3,1,Rush
1,TRUE,3,1190,1190,34,2,10,Rush
1,TRUE,3,1140,1140,32,3,8,Rush
-1,TRUE,3,961,961,49,1,10,Rush
-1,TRUE,3,915,915,9,1,9,Rush
-1,TRUE,3,1105,1105,93,1,10,Rush
-6,TRUE,4,775,775,8,2,4,Rush
-6,TRUE,4,855,855,64,2,10,Rush
0,TRUE,4,560,560,54,3,21,Rush
0,TRUE,4,660,660,43,1,10,Rush
0,TRUE,4,690,690,54,1,10,Rush
0,TRUE,4,730,730,86,1,10,Rush
0,TRUE,4,495,495,65,2,10,Rush
0,TRUE,4,480,480,61,3,6,Rush
0,TRUE,4,435,435,50,2,7,Rush
0,TRUE,4,402,402,50,3,7,Rush
0,TRUE,4,305,305,51,2,7,Rush
0,TRUE,4,345,345,54,1,10,Rush
0,TRUE,4,260,260,2,1,10,Rush
0,TRUE,4,240,240,1,1,1,Rush
-7,TRUE,4,120,120,40,2,11,Rush
-7,TRUE,4,95,95,22,1,10,Rush
-7,TRUE,4,190,190,71,1,10,Rush
1,TRUE,4,60,60,43,1,5,Rush
1,TRUE,4,50,50,39,2,1,Rush
1,TRUE,4,25,25,35,1,10,Rush
0,TRUE,2,2245,445,72,1,10,Rush
7,TRUE,2,2048,248,7,2,7,Rush
7,TRUE,2,2070,270,10,2,3,Rush
-14,FALSE,2,1980,180,67,2,2,Rush
14,FALSE,2,1910,110,49,1,10,Rush
-21,FALSE,2,1822,22,57,2,3,Rush
-21,FALSE,2,1888,88,75,1,10,Rush
23,FALSE,3,1729,1729,60,1,10,Rush
23,FALSE,3,1706,1706,9,1,9,Rush
-30,FALSE,3,1641,1641,59,1,10,Rush
23,FALSE,3,1406,1406,60,1,10,Rush
23,FALSE,3,1466,1466,72,1,10,Rush
23,FALSE,3,1375,1375,58,2,8,Rush
23,FALSE,3,1454,1454,70,2,8,Rush
-23,FALSE,3,1260,1260,72,2,10,Rush
-23,FALSE,3,1297,1297,72,1,10,Rush
23,FALSE,3,1184,1184,59,2,10,Rush
23,FALSE,3,1088,1088,35,2,1,Rush
23,FALSE,3,1020,1020,10,1,10,Rush
-30,FALSE,3,968,968,75,2,10,Rush
30,FALSE,4,770,770,25,1,10,Rush
30,FALSE,4,824,824,40,1,10,Rush
30,FALSE,4,848,848,50,1,10,Rush
30,FALSE,4,669,669,8,2,4,Rush
30,FALSE,4,706,706,14,1,10,Rush
30,FALSE,4,731,731,18,2,3,Rush
37,FALSE,4,355,355,57,2,7,Rush
37,FALSE,4,385,385,60,1,10,Rush
37,FALSE,4,100,100,30,1,10,Rush
37,FALSE,4,81,81,22,2,2,Rush
37,FALSE,4,50,50,11,1,10,Rush
37,FALSE,4,0,0,7,2,6,Rush
37,FALSE,4,224,224,42,1,10,Rush
37,FALSE,4,213,213,39,2,7,Rush
37,FALSE,4,158,158,37,3,5,Rush
37,FALSE,4,137,137,33,4,1,Rush
7,TRUE,2,1807,7,65,2,10,Rush
7,TRUE,3,1800,1800,1,3,1,Rush
7,TRUE,3,1800,1800,1,2,1,Rush
7,TRUE,3,1800,1800,2,1,2,Rush
7,TRUE,3,1800,1800,9,2,1,Rush
7,TRUE,3,1800,1800,30,1,10,Rush
7,TRUE,3,1800,1800,75,1,10,Rush
7,TRUE,3,1800,1800,73,2,8,Rush
-14,FALSE,3,1517,1517,76,3,1,Rush
-14,FALSE,3,1517,1517,72,1,10,Rush
-14,FALSE,3,1517,1517,66,2,4,Rush
-14,FALSE,3,1517,1517,63,3,1,Rush
14,FALSE,3,1316,1316,37,2,3,Rush
14,FALSE,3,1316,1316,44,1,10,Rush
14,FALSE,3,1316,1316,74,2,3,Rush
14,FALSE,3,1316,1316,81,1,10,Rush
-17,FALSE,3,1017,1017,64,1,10,Rush
17,FALSE,4,900,900,75,2,10,Rush
17,FALSE,3,922,922,92,1,18,Rush
10,FALSE,4,806,806,89,2,7,Rush
10,FALSE,4,806,806,92,1,10,Rush
10,FALSE,4,806,806,51,1,10,Rush
10,FALSE,4,806,806,46,2,5,Rush
-17,FALSE,4,626,626,21,2,6,Rush
-17,FALSE,4,626,626,17,3,2,Rush
-17,FALSE,4,626,626,66,2,1,Rush
-17,FALSE,4,626,626,43,1,10,Rush
-17,FALSE,4,626,626,35,2,2,Rush
-14,FALSE,4,383,383,8,1,8,Rush
-14,FALSE,4,383,383,3,2,3,Rush
7,TRUE,4,287,287,75,1,10,Rush
7,TRUE,4,287,287,71,2,6,Rush
0,TRUE,4,105,105,75,1,10,Rush
0,TRUE,4,105,105,72,2,7,Rush
0,TRUE,4,105,105,41,2,10,Rush
0,TRUE,1,3600,1800,75,1,10,Rush
0,TRUE,1,3568,1768,29,1,5,Rush
0,TRUE,1,3568,1768,16,2,2,Rush
0,TRUE,1,3568,1768,24,1,10,Rush
-3,TRUE,1,3431,1631,87,2,22,Rush
3,TRUE,1,3333,1533,55,2,9,Rush
-3,TRUE,1,3229,1429,30,1,10,Rush
-3,TRUE,1,3229,1429,61,2,4,Rush
-3,TRUE,1,3229,1429,67,1,10,Rush
-3,TRUE,1,3229,1429,11,1,10,Rush
-3,TRUE,1,3229,1429,72,2,2,Rush
-3,TRUE,1,3002,1202,80,2,4,Rush
-3,TRUE,1,3002,1202,76,1,10,Rush
-3,TRUE,1,3002,1202,65,1,10,Rush
3,TRUE,1,2744,944,17,1,10,Rush
3,TRUE,1,2744,944,32,4,11,Rush
-3,TRUE,2,2695,895,69,1,10,Rush
-3,TRUE,2,2695,895,86,1,10,Rush
-3,TRUE,2,2695,895,69,2,10,Rush
-3,TRUE,2,2585,785,41,2,8,Rush
-3,TRUE,2,2585,785,43,1,10,Rush
0,TRUE,1,3575,1775,74,2,9,Rush
0,TRUE,1,3595,1795,75,1,10,Rush
0,TRUE,1,3510,1710,62,1,10,Rush
0,TRUE,1,3440,1640,20,1,10,Rush
0,TRUE,1,3360,1560,34,2,8,Rush
0,TRUE,1,3270,1470,5,1,5,Rush
0,TRUE,1,3288,1488,19,2,10,Rush
-7,TRUE,1,3180,1380,49,1,10,Rush
-7,TRUE,1,3063,1263,28,2,13,Rush
-7,TRUE,1,3120,1320,27,3,2,Rush
-7,TRUE,1,3160,1360,35,1,10,Rush
-7,TRUE,1,3225,1425,67,1,10,Rush
4,TRUE,1,2947,1147,63,2,3,Rush
4,TRUE,1,2911,1111,59,1,10,Rush
4,TRUE,1,2881,1081,57,2,8,Rush
-4,TRUE,1,2740,940,49,2,7,Rush
4,TRUE,2,2683,883,94,2,10,Rush
4,TRUE,2,2489,689,45,2,3,Rush
4,TRUE,2,2429,629,21,2,6,Rush
4,TRUE,2,2527,727,52,1,10,Rush
4,TRUE,2,2565,765,61,2,1,Rush
4,TRUE,2,2601,801,70,1,10,Rush
-11,FALSE,2,2383,583,88,1,15,Rush
11,FALSE,2,2188,388,10,3,8,Rush
11,FALSE,2,2306,506,26,1,10,Rush
11,FALSE,2,2230,430,12,1,10,Rush
-11,FALSE,2,2147,347,80,1,10,Rush
-11,FALSE,2,2070,270,71,3,1,Rush
0,TRUE,1,3439,1639,43,2,10,Rush
0,TRUE,1,3395,1595,43,3,10,Rush
0,TRUE,1,3594,1794,75,1,10,Rush
0,TRUE,1,3553,1753,65,1,10,Rush
0,TRUE,1,3482,1682,56,3,1,Rush
0,TRUE,1,3110,1310,19,3,3,Rush
0,TRUE,1,3150,1350,26,1,10,Rush
0,TRUE,1,3350,1550,86,1,10,Rush
0,TRUE,1,3061,1261,93,1,10,Rush
0,TRUE,1,2917,1117,62,2,3,Rush
0,TRUE,1,2966,1166,76,2,4,Rush
0,TRUE,1,2998,1198,82,1,10,Rush
0,TRUE,1,3030,1230,88,2,5,Rush
-7,TRUE,1,2843,1043,69,1,20,Rush
-7,TRUE,1,2813,1013,15,1,10,Rush
0,TRUE,2,2550,750,33,2,10,Rush
0,TRUE,2,2596,796,47,3,4,Rush
0,TRUE,2,2655,855,53,1,10,Rush
0,TRUE,1,2708,908,61,2,8,Rush
0,TRUE,2,2695,895,55,3,2,Rush
0,TRUE,1,2740,940,63,1,10,Rush
-3,TRUE,2,2488,688,58,2,3,Rush
-3,TRUE,2,2509,709,65,1,10,Rush
-3,TRUE,2,2461,661,54,1,10,Rush
-4,TRUE,2,2212,412,44,1,10,Rush
-4,TRUE,2,2338,538,71,1,15,Rush
-4,TRUE,2,2280,480,78,2,22,Rush
4,TRUE,2,1970,170,34,1,10,Rush
4,TRUE,2,1915,115,27,3,3,Rush
4,TRUE,2,1845,45,9,1,9,Rush
4,TRUE,2,2030,230,45,1,10,Rush
-11,FALSE,2,1808,8,74,1,10,Rush
-11,FALSE,2,1802,2,64,1,10,Rush
0,TRUE,1,3600,1800,27,1,10,Rush
0,TRUE,1,3600,1800,26,3,9,Rush
-3,TRUE,1,3415,1615,30,3,2,Rush
-3,TRUE,1,3415,1615,29,2,1,Rush
-3,TRUE,1,3415,1615,39,3,1,Rush
-3,TRUE,1,3415,1615,41,2,3,Rush
-3,TRUE,1,3415,1615,83,2,18,Rush
-3,TRUE,1,3415,1615,30,4,2,Rush
-3,TRUE,1,3415,1615,62,1,10,Rush
-3,TRUE,1,3415,1615,56,2,4,Rush
3,TRUE,1,3037,1237,71,1,10,Rush
3,TRUE,1,3037,1237,53,2,4,Rush
3,TRUE,1,3037,1237,34,2,2,Rush
3,TRUE,1,3037,1237,28,1,10,Rush
-6,TRUE,1,2780,980,60,2,5,Rush
6,TRUE,2,2700,900,88,2,19,Rush
-6,TRUE,2,2607,807,6,2,6,Rush
-6,TRUE,2,2607,807,2,3,2,Rush
-6,TRUE,2,2607,807,21,1,10,Rush
3,TRUE,2,2428,628,65,1,10,Rush
3,TRUE,2,2428,628,45,2,3,Rush
3,TRUE,2,2428,628,76,1,10,Rush
-3,TRUE,2,2194,394,80,1,10,Rush
-3,TRUE,2,2194,394,88,3,18,Rush
3,TRUE,2,2070,270,47,1,10,Rush
0,TRUE,1,3549,1749,51,1,10,Rush
0,TRUE,1,3566,1766,67,2,2,Rush
0,TRUE,1,3435,1635,18,3,8,Rush
0,TRUE,1,3470,1670,20,1,10,Rush
0,TRUE,1,3525,1725,31,1,10,Rush
-7,TRUE,1,3369,1569,74,2,9,Rush
7,TRUE,1,3260,1460,68,2,10,Rush
-7,TRUE,1,3180,1380,40,2,7,Rush
-7,TRUE,1,3195,1395,43,1,10,Rush
7,TRUE,1,3142,1342,96,2,14,Rush
7,TRUE,1,3103,1303,91,3,9,Rush
-7,TRUE,1,3030,1230,30,2,2,Rush
-7,TRUE,1,3050,1250,38,1,10,Rush
-7,TRUE,1,2875,1075,75,1,10,Rush
7,TRUE,1,2765,965,32,3,2,Rush
7,TRUE,1,2740,940,26,1,10,Rush
7,TRUE,1,2800,1000,41,2,11,Rush
7,TRUE,1,2701,901,23,2,7,Rush
3,TRUE,2,2474,674,90,2,4,Rush
3,TRUE,2,2474,674,94,2,8,Rush
3,TRUE,2,2474,674,96,1,10,Rush
3,TRUE,2,2474,674,80,2,8,Rush
3,TRUE,2,2474,674,82,1,10,Rush
-3,TRUE,2,2165,365,63,1,10,Rush
3,TRUE,2,1890,90,72,3,18,Rush
3,TRUE,2,2089,289,69,2,15,Rush
3,TRUE,2,2089,289,70,2,1,Rush
3,TRUE,2,2089,289,79,1,10,Rush
3,TRUE,2,2089,289,94,1,10,Rush
-3,TRUE,2,1876,76,90,2,19,Rush
-3,TRUE,2,1836,36,86,3,15,Rush
3,TRUE,2,1818,18,56,3,7,Rush
3,TRUE,2,1822,22,59,1,10,Rush
3,TRUE,3,1800,1800,60,1,10,Rush
3,TRUE,3,1800,1800,59,2,9,Rush
-3,TRUE,3,1694,1694,69,1,10,Rush
3,TRUE,3,1595,1595,37,2,10,Rush
-3,TRUE,3,1503,1503,24,3,2,Rush
